ID,name,class,sub_class,posneg,ND1,ND2,ND3,ND4,ND5,ND6,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,PSP1,PSP2,PSP3,PSP4,PSP5
M196T323,Tyrosine methylester,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,14496263.08,23270720.65,25015086.85,28735462.72,25150834.19,70924965.55,92191600.43,226194036,22189913.63,26950127.32,203345845.6,92215285.11,29427724.67,58520873.36,58552123.51,97471340.06,48347903.42
M190T99,Homocitrulline,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,77443350.86,16639952.88,22136202.23,14266427.53,57021755.42,40212456.92,23533811.78,378487007.4,15625139.36,13656025.94,22838661.46,92142637.33,64009612.12,45883338.43,19358233.56,72571877.36,66267092.1
M190T183,N-Acetylglutamic acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,93297690.06,102843976.1,110072780.1,162599493.7,42006319.67,151572470.6,104107018.4,95483188.24,71411225.85,47752769.44,67283736.14,83960986.82,46539027.68,80185960.87,59718819.01,60720037.22,34359180.45
M195T818,Caffeine,Imidazopyrimidines,Purines and purine derivatives,pos,44212580.76,508423705.7,224852364.9,523728659.4,217186442.2,229933905.5,52216987.28,491246748.1,486313180.7,251677744.8,355267103.5,188979979.8,256467035.7,83772934.05,261575369.3,130892355.3,177289581.1
M198T103,N-Acetylhistidine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,90746963.76,61674099.85,114015037.8,123456188.4,68213913.29,301060708,74352903.92,68151041.07,44387138.67,15244288.65,63960274.45,64510240.78,17070703.56,18460520.14,16481662.03,18650392.95,19173221.68
M218T228,Propionylcarnitine,Fatty Acyls,Fatty acid esters,pos,172380539.4,140464867.1,122441364,9955960.053,91504708.71,13750415.74,121204985.1,145121257.1,57709544.64,10680020.95,95101712.23,197861383.4,57187313.85,38803926.84,114536604.9,168621912.8,78359240.2
M209T506,Pilocarpine,,,pos,33923974.08,15594087.9,15628545.7,43235004.13,48229277,11766054.87,13737541,8982928.993,73341999.36,35680367.54,47071816.13,12898886.67,65985256.55,28008017.22,5746513.182,30014902.43,8098836.831
M225T394,Cyprodinil,Benzene and substituted derivatives,Aniline and substituted anilines,pos,34015668.03,24881769.74,29591517.98,27582589.77,29977787.49,11466556.14,13584615.35,38138487.77,38783924.7,43759465.67,11551417.94,9442432.661,39295430.1,36160393.92,8014012,15953811.57,56961792.82
M245T192,Uridine,Pyrimidine nucleosides,,pos,147142831.6,138363029.7,142481418.6,308681514.7,151651051.3,153082951,187897683.4,143228194.2,145214549.1,134549936.8,156816328,221985024.9,144802276.3,130006334.6,179679324.9,728867.0863,175422232.8
M255T377,10-Hydroxycarbazepine,Benzazepines,Dibenzazepines,pos,16349561.65,15580475.54,13673354.92,17343831.48,21045076.78,12718264.17,32544562.87,6328665.086,16296144.86,38219546.66,54241476.33,10312289.41,10843406.68,11496033.73,25230573.63,21726033.67,17345300.07
M298T754,Tridemorph,Oxazinanes,Morpholines,pos,7728785.822,10801612.83,38170690.09,530613.4131,17745370.59,80660680.65,7883273.106,31233831.85,4034975.984,4197617.593,52111977.74,238473.6302,5027217.366,5483713.227,5102227.508,3617051.849,331523.0856
M391T696,Allocholic acid,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",pos,9775940.02,3703320.783,5258657.842,1966321.519,10774227.8,8696506.603,5543942.055,4094275.874,1402000.937,1845088.745,10652258.2,8751892.386,18122117.65,1181309.356,34433940.34,37763708.85,7981480.046
M483T687,Lithocholyltaurine,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",pos,9677380.32,19130356.21,33506272.77,32539861.53,62240083.41,5397729.002,160396779.8,202263261.3,55571081.22,40498903.07,22204189.79,216482284.7,36854599.08,26276698.36,60855257.07,439959446.6,105013424.6
M482T646_2,Taurochenodesoxycholic acid,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",pos,244070229.1,512674606.6,385762479.2,264338861.6,513918375.6,99401631.37,27411816.94,37220939.9,156181728.5,341263570.8,19714878.26,85243632.37,126479125.2,323159733.9,3311897.175,34243758.91,164855694
M516T549_2,Taurohyocholate,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",pos,201554291.5,15664533.37,55695474.98,22597987.07,92925217.5,52759444.72,94246781.91,9060874.546,25846068.07,77806944.98,287742602.6,294470917.6,173734872.9,19049583.7,451581516.6,189663668.6,163325745.6
M132T284,Aminocaproic acid,Fatty Acyls,Fatty acids and conjugates,pos,543541902,561675987.3,621561450,127718916.2,881599202.9,382420128.8,2241304163,518041775.9,1446236372,466240299.9,908900050.3,451610680.3,1922130708,130462179.4,785627507.2,1056060139,122296615.7
M146T304,8-Hydroxyquinoline,,,pos,10462822.61,28359605.24,31701615.01,9663582.934,9717471.357,11704092.11,14775243.55,11315670.37,22135471.55,48121240.41,103323922.6,77887362.45,30704162.74,37843972.62,74972800.69,36686997.43,55468387.45
M162T443_2,(S)-Carnitine,,,pos,5183463.74,5652055.439,7828871.148,2227609.275,9359372.664,6408858.408,5783981.506,9655832.817,2227053.151,2907448.246,15591608.24,15403440.52,5015330.184,10340580.03,11065255.69,16362049.15,7005571.895
M176T565,Indole-3-acetate,Indoles and derivatives,Indolyl carboxylic acids and derivatives,pos,6024437.906,5093661.703,4678777.579,4389927.631,6287751.256,16310498.39,9395379.04,3807989.41,3841297.959,2655771.144,9084840.121,4664942.151,4666729.068,7808854.264,9243332.576,4889504.1,4398093.585
M189T82,"N6,N6,N6-Trimethyl-L-lysine",Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,341454712.6,291954116.9,339405062.5,356900482.8,333893337.9,1841544216,1804148733,331375613.8,324721436.7,325372337.8,2579362271,2006410899,245735959,774656917.3,1499562918,920462572.5,281855113.3
M201T605,Zerumbone,Prenol lipids,Sesquiterpenoids,pos,8757119.264,7491030.316,6781913.595,7342636.243,6247487.541,6936575.707,20574507.2,11414363.31,29821476.81,12969177.16,6656348.518,7487775.837,4725986.853,10993447.22,4206891.384,3550370.892,5312455.878
M251T808,OPEO,Extractables/Leachables; Textile Chemicals/Auxiliary/Dyes,,pos,5072084.441,2978112.476,1559247.021,944350.4111,3718222.019,7268576.434,1960101.383,10393425.58,3625221.539,337541.9977,8601990.172,11411066.92,7666968.84,4786357.857,9629687.772,6155013.829,4180466.348
M244T129,Cytidine,,,pos,320065979.3,230337388.9,536626096.2,318841768.3,534996469.8,406836299.6,164849130,113260779.4,74343428.6,294089950.7,195940069.2,118353697.1,156961519.8,60897597.25,1201909744,83920065.81,529489928.2
M277T105_2,(5-L-Glutamyl)-L-glutamate,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,633431110.4,1347975439,593690107.7,385233638.4,26205148.92,2993426016,1333249529,840314185.9,443313848.1,57031637.79,294290341.8,836798428.4,33770559.3,558537041.9,429790182,254644947.6,8649870.454
M276T121,Saccharopine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,774158786.1,37884651.67,176812725.9,20082998.88,158112506.4,49998507.41,48029348.53,108356179.7,98324410.44,97377319.43,52810146.39,670346849.7,51742439.91,47786829.45,62691708.69,778584035.3,147579027.2
M315T772,"12,13-DHOME",Fatty Acyls,Fatty acids and conjugates,pos,8696189.004,1386772.507,17373899.46,247445.762,13226155.17,5891913.419,2285313.122,7599197.695,10637855.03,6832554.082,19401852.55,16220622.81,22392678.16,11907556.39,54220043.49,60294203.94,17070831.77
M301T704,Isotretinoin,Therapeutics/Prescription Drugs; Endogenous Metabolites,,pos,4898791.925,2815425.964,7315121.338,3037917.194,2948477.711,3399540.024,3870353.025,4430615.357,3975293.998,2774051.798,3921690.669,3196996.029,4797755.13,6308565.72,2566150.739,2883837.762,2460922.087
M326T925,Oleoylethanolamide,Organonitrogen compounds,Amines,pos,339582813.1,359033946.8,277215657.8,238544735.9,134502883.6,482253497.3,765461270.6,442878075.8,500104197.3,347380079,239176261.1,494396613,329463451.7,262519022.8,128924460.9,393617738.9,240227142.1
M337T664,4-Chloro-17alpha-methyl-17beta-hydroxy-4-androsten-3-one,Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,,pos,47386856.58,35622413.38,43000441.61,22159110.85,50994577.95,42539656.32,27546627.69,34554535.02,31218725.73,55844850.72,46996039.51,40350155.79,39603409.03,40997608.25,48712193.94,32109070.57,30373007.73
M395T833,Testosterone cypionate,Therapeutics/Prescription Drugs; Sports Doping Drugs; Drugs of Abuse/Illegal Drugs,,pos,24745447.03,25282929.59,27358202.8,37633003.39,81332219.9,15990990.6,16229760.87,4500420.154,5579284.79,4203939.124,37342207.78,119513337.6,11498107.84,12939862.99,159513838.2,22246798.12,5156216.393
M104T122,2-Hydroxybutyric acid,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,pos,185534330.1,1117635267,859845306.6,993289104.1,698338953.1,535406847.8,2062740824,941668480.6,192245899.5,1122001102,165813917.1,792867215.8,886576147.6,618355298.6,677364722.1,772713183,153939208.8
M113T117,3-Methyl-2-oxovaleric acid,Keto acids and derivatives,Short-chain keto acids and derivatives,pos,181921914.8,173943511.6,179881349.2,143099773,172837765.6,278170566.2,281142795.9,284479880.9,220101689.5,144342365.1,306731352.8,316409077.6,229997105.3,231191315.1,326082530.1,246427244.9,156864360.4
M119T207,2-Methylserine,,,pos,209017416,184009564.4,278434194.9,195200765.3,201912297.7,390228937.3,466188320.9,438552794.5,346252343.2,207184696.9,390684474.2,525593719.4,177774807.6,313698716.3,338739069.5,396756556.8,236136145.3
M126T99,Aminohydroquinone,,,pos,1244856439,882223735.6,797599227.3,716545059.3,779580949.3,627441618.5,597378628.5,823833730.9,2854163562,793327153.6,2588295792,746556982.7,742001504.4,616058581.4,379743483.9,834855483.4,272106207.2
M127T956,5-Hydroxymethyl-2-furancarboxaldehyde,Carbonyl compounds,Aldehydes,pos,783862455.8,1192338243,1130300340,26636604.67,1111686905,910827180,1093420947,1009453647,1143251991,99269666.78,179090471,1280274338,816093595.6,876913096.9,435788941.7,1301357979,56865779.69
M145T89,2-Keto-glutaramic acid,Keto acids and derivatives,Short-chain keto acids and derivatives,pos,504010682.4,621991875,314616024.3,429834496.2,755833219.3,265152952.7,560740934,585969901.5,682582760.6,311485251.8,667415916.4,983574541.9,257003342.7,563612593.8,725624675.9,279288689.5,259805534
M130T496,1-Pyrroline-4-hydroxy-2-carboxylate,Pyrrolines,,pos,455129995.1,292279863.9,591772042.3,217387792.4,300123321.6,20661750875,334876511.3,303317487.6,300942585,153150097.2,362009709.9,373655561.4,473898876.8,293733288.5,256898111.2,473989545.2,214202188
M130T894,Pyrroline hydroxycarboxylic acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,117953398.1,92652921.77,41405025.34,11652310.66,22402773.15,13561792.9,168257583.4,34412819.48,11593771.35,14923900.78,17844130.24,41204480.57,45010911.37,11140657.92,127781719.1,87757821.7,133267136.1
M132T443_1,6-Hydroxyhexanoic acid,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,pos,10621981.92,8177423.907,8350385.055,5537099.217,8011620.216,16337493.97,13743825.57,6576956.788,8055583.484,4918514.483,13184175.67,24845978.21,10225763.24,2001329.71,15395997.42,13196459.72,7321324.286
M132T129,Beta-Guanidinopropionic acid,Organonitrogen compounds,Guanidines,pos,50515654.07,36341484.06,44834337.32,29234808.86,47796837.83,114084537.5,83295345.25,104619307.3,23282783.67,32351539.13,71835021.19,78919703.97,64080213.46,45409219.29,92404133.39,71305633.51,44634463.45
M133T122_2,"5,6-Dihydro-5-fluorouracil",Diazines,Pyrimidines and pyrimidine derivatives,pos,4146160558,3745034534,3858336031,1625635481,3536673077,3752797610,4679798862,4161241119,3854001779,2122963844,5005036700,3680651581,2064802207,3193825423,2320091468,5226167210,2468427472
M134T490,Hydroxyindole,,,pos,6966208.2,6259346.731,6379318.456,2654553.188,5750270.044,6633260.873,7330458.14,6944438.061,6463464.173,3568120.196,8337860.077,5999077.633,3376977.191,5084788.677,3911554.849,8661812.426,4027736.977
M136T146,4-Hydroxyphenylacetaldehyde,Benzene and substituted derivatives,Phenylacetaldehydes,pos,27772464.39,33715562.53,44965130.29,10954748.36,42858133.35,51194507.22,45740871.47,45596451.57,21010268.1,15715170.82,43626163.87,47769786.2,33925595.61,27470386.04,50039119.06,77629106.02,27459481.03
M141T117,"4,5,6,7-Tetrahydroisoxazolo(5,4-c)pyridin-3-ol",,,pos,251813820.7,360206977.7,332973749.6,173167475.1,242413474.1,470097822.5,404233183.6,317368380.9,303910083.2,330555526.2,225255151.9,198367232.4,315569821.4,247694153.9,264215357.6,342372846.7,349593828.3
M148T72_2,(S)-2-Methylmalate,,,pos,159497452,181147226.6,165886418.3,229381458.4,48234903.08,306901522.7,142065819.4,173919885.5,58273469.5,58800336.3,114966156,129479938.1,8487065.24,97789157.5,128484808.3,101716607.7,27107288.6
M148T140,D-erythro-3-Methylmalate,,,pos,124120057,94966686.03,162768659.8,111748953.3,60284594.36,65511079.12,108767554,104649465.5,72016283.27,265061420.6,107666502,139897866.6,91094146.54,108359295.1,108439940.8,77958615.46,115412069.4
M153T213,p-Hydroxyphenylacetic acid,Phenols,1-hydroxy-2-unsubstituted benzenoids,pos,1516480710,816848824.7,874261466.9,833125132.1,448639310.8,811305379.4,1459385251,956758946.7,987342689.6,818678266.6,3709524539,2319838559,1335557018,945078890.9,5255977982,2941071290,839976599.3
M157T955,Phosphoglycolic acid,Organic phosphoric acids and derivatives,Phosphate esters,pos,100071550.9,8843883.796,32372077.23,45012150.61,50229409.67,33227948.96,54575685.31,13457195.45,73712041.77,30811981.47,72864887.09,70213318.48,91637237.81,45850094.58,73210427.82,23710479.58,97398268.23
M160T378,4-Acetamido-2-aminobutanoic acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,5947727.094,2945757.615,5203633.776,1356042.714,2800777.458,7757742.552,81051035.39,64021797.69,37731539.41,57269274.14,127745713.1,75353107.98,51212989.78,77032641.32,122066483.4,88922538.73,3824540.683
M162T119_1,O-Acetyl-L-homoserine,,,pos,87387340.55,60194685.83,84599582.55,21210126.08,51727309.83,129078938.9,113772208.5,123569244,28264025.86,25390869.79,119330504.5,123938621.7,76625222.73,84873187.11,117394683.3,96033222.65,44243699.25
M170T368,Selenocysteine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,41509355.2,60968356.27,60856322.06,47103358.93,26661164.03,63207926.76,27994257.16,91561453.58,44383198.54,41727173.62,11168827.59,10281617.27,11149383.77,4664807.172,10019635.75,10339481.26,29517528.32
M188T448,8-Amino-7-oxononanoate,,,pos,16139073.38,21747197.27,29393970.97,18750041.48,14698022.55,61837866.16,4022025.574,53528201.71,15237234.09,16027307.22,3920110.856,2555064.965,8077671.676,2324374.539,3181139.472,2343304.92,13014433.69
M172T288,Tetrahydrodipicolinate,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,19598186.02,61473199.42,20761278.68,56248374.22,41014888.69,50463498.54,21281040.71,46403235.61,15527178.28,66395023.93,45596773.95,50809546.72,32158259.95,10081375.31,13200456.29,11463670.07,133964288.4
M172T480,Gabapentin,,,pos,123044153.2,179468250.9,293784863.1,231828868.6,149793780.7,418859718.8,59850413.27,415910044.3,178869437,186149111.3,77146955.16,4741939.964,58692810.95,62490629.97,27943132.09,4161347.434,92154336.99
M183T66,Se-Methylselenocysteine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,897137249.7,462283688.4,346678034,891341173,115718453.3,220155501.7,239257055.1,788965328.6,1230532005,786752065.1,132673891.5,641422999.9,2400221440,368766760.8,94001200.27,123261463.7,133791420.3
M183T698,"N,N-Dimethylhistidine",,,pos,7231586.552,4534500.629,5682096.554,3245815.367,5389640.761,10110504.75,7343508.84,7479630.998,5838877.561,3617770.399,9124124.721,9759941.753,7505549.983,5937184.566,9898535.521,9597692.146,5474936.195
M184T443_2,Antiarol,,,pos,9985660.59,15519287.27,13868289.71,9668117.315,11435268.03,16010097.59,16180102.88,9525579.248,13958497.46,13835607.87,8722108.926,15503781.7,11576478.78,7490446.87,12032344.34,8880882.107,9420461.124
M195T453,3-Methyl-L-tyrosine,,,pos,2461577717,1053230850,1319173475,520553420.3,941912275.4,1755093510,1307737718,1329381705,1877077334,2047908516,394815253.2,1384853979,419870604,424807748.8,1573970310,1608479182,1006373705
M218T98,gamma-L-Glutamyl-D-alanine,,,pos,35344927.66,8179365.673,10301706.76,7047123.936,9235821.844,22422751.44,20870473.56,17450081.04,14556575.52,7975283.688,37463979.47,26678970.94,29756302.03,10744959.26,35113128.02,43625302.04,20814887.18
M204T474,O-Acetylcarnitine,,,pos,105075905.8,43910163.53,57240243.1,39422518.2,62715618.82,130293842.5,107097240.4,83543769.39,44380886.31,43658197.64,135517567.8,101501349.9,103110665,57237344.94,161712126.2,71232983.43,41168720.1
M211T659,(+)-7-Isojasmonic acid,,,pos,39434578.92,76938299.81,57432001.19,89166839.34,23397673.03,94043194.59,57322743.91,17500281.16,38967984.37,15698315.11,26517684.56,55754662.66,14784664.67,48598484.59,28135237.12,26053192.96,17328191.48
M222T396,Allocystathionine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,20057928.68,30055305.36,44088595.59,13337663.92,35783946.89,15341576.07,11424474.07,30997553.21,22983075.6,28631285.02,34419152.01,23261683.97,40133083.04,6682784.921,59085463.29,44776676.72,11372950.57
M226T804,Prephenate,Keto acids and derivatives,Gamma-keto acids and derivatives,pos,673036.1563,12388707.27,45413977.48,2112718.66,28664467.46,12654037.85,433801.3067,37989074.87,2572144.644,2613889.765,14771478.2,216449.0949,2282246.088,14838919.8,2937898.209,396271.0442,7426047.009
M229T659,Traumatic Acid,,,pos,45799995.77,41277960.32,37319848.06,21466727.06,36083248.64,63555400.73,63616109.3,50381742.17,32506399.28,21010972.3,44664253.98,59406075.81,47014012.96,44528986,41661321.6,51103639.45,24010221.25
M233T482,"N6-Acetyl-LL-2,6-diaminoheptanedioate",,,pos,20007249.02,15209631.95,26556331.27,10816244.76,18923136.88,1399361.56,17202304.48,21704238.54,8544204.792,11432231.15,7511878.108,4367479.86,7550316.199,5484245.284,393873.7847,5134282.005,15996263.09
M265T400,Subaphylline,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,pos,13974472.51,4495387.062,6870103.734,6280509.656,11175686.53,18397476.11,3509701.527,5015185.866,12749881.45,5963331.168,4590226.637,15154938.1,13275576.53,15146360.18,8368398.755,4402151.794,9033543.105
M255T99,Nicotinamide riboside,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,pos,351521559.2,82504450.77,62256651.71,90911869.6,75600382.42,222263909.4,80299438.42,130795631,105856556.6,112248353.5,121325600.7,64142208.83,101235084,77495328.5,27951639.17,72467438.58,115178704.5
M256T118,Nicotinate D-ribonucleoside,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,pos,59604793.42,9540279.681,24193257.84,35758558.8,54317447.55,36558644.44,44258545.43,18780848.29,27507923.37,40107319.39,26021948.49,4600598.316,2237570.937,1881092.353,2463372.026,6498944.953,15222519.57
M258T443,Glycerophosphocholine,Glycerophospholipids,Glycerophosphocholines,pos,2400657.788,2281762.771,2204099.224,1341181.607,2724539.415,4697916.243,3989805.719,3953105.45,2401995.372,1239125.014,2954300.071,4388475.25,2421460.099,2364262.919,3439999.621,4286240.443,2427316.394
M276T230,4-Hydroxycinnamoylagmatine,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,pos,2501870893,1733729562,524538746.7,310193666.4,654972658.4,2358170267,1137559167,1239891617,2065806491,410534734,1285424005,1000658521,1317687908,579431483.6,729205567.7,1275163132,494164952.2
M269T935,Retinol,,,pos,75932484.25,701870887.5,1910486508,53322560.58,1855034524,44177735.57,69950745.81,88157077.19,72883721.57,81512290.7,1311451525,42947408.33,94609188.57,414955933,87537895.04,91500853.73,451002063.3
M270T268,Medicarpin,,,pos,6803969.911,4459746.16,4292601.417,4331373.724,4794088.983,3590693.352,8095266.716,6038444.666,4021534.683,3886469.895,3347704.517,6828036.033,59805.8785,389980.7105,2601558.713,2928682.943,217951.197
M272T99,(S)-Norcoclaurine,,,pos,56577958.11,41923066.61,68035769.05,19588121.1,36241584,37824156.47,60749020.43,62841801.67,41723526.51,23700585.14,35174759.72,61208349.23,57320098.42,37074755.66,45269220.4,72847022.29,50669769.23
M273T711,Neocembrene,,,pos,93798333.25,37611742.14,60419749.01,14634356.35,56287420.13,174357279.1,476659.7792,69880486.55,29267351.61,29180012.03,19039786.65,416000.5054,35138494.94,11493019.23,2619784.728,94064.59866,22493033.63
M280T809,3-Ketosphingosine,,,pos,41916233.86,12812367.21,13220689.71,9153622.279,15995964.6,24787641.38,13826350.78,22354838.52,15254111.65,3114180.602,32661953.12,47375382.69,22164577.02,28854034.41,47274113.84,36102248.71,19270467.21
M282T760_1,Qing Hau Sau,,,pos,15773178.43,8286514.252,4794910.78,8916320.466,9813953.004,6285121.221,25412089.33,11953973.94,14528590.7,12946158.03,26395855.31,21003838.53,12962690.25,6619588.565,6656300.344,5826466.973,4121794.707
M285T367,"(R,S)-Coclaurine",,,pos,19288344.18,5147182.61,9054028.522,1790417.964,34018091.79,16897141.04,4830373.819,7442039.07,2903868.555,1656942.866,6097531.377,20152364.16,11966387.05,3692801.645,4369383.194,25638096.62,11598421.18
M285T850,Retinal,,,pos,7471524.07,4797104.004,5216963.985,1402303.525,5132444.365,9868823.002,995235.586,5321119.293,3052351.482,4432728.055,9410542.479,3089621.272,6633912.803,3177909.195,1540515.455,957736.269,6239079.568
M287T885,9-cis-Retinol,,,pos,3629669.071,2170404.172,1882591.166,392956.6169,913346.1805,458881.7477,683438.5097,1329663.044,817194.0728,769851.5131,841813.6409,883009.7397,1083276.842,1666483.04,326424.7439,816702.8799,328499.4293
M288T87,Indoleglycerol phosphate,,,pos,321530069.9,189665128.5,162011515.2,174410475.5,184466480.7,449774388,271774849.6,319931142.1,129066832.1,68565000.99,183115375.9,401386727.9,165578848.1,204473797.5,354185570.6,380237304.2,100141185.8
M289T968,Pyrethrosin,,,pos,14362404.59,4490273.603,11422898.65,41796.3433,4640361.509,93315.12821,5515351.843,200875.4915,3539239.792,1073101.797,34194976.1,7203652.346,28245930.47,10980388.21,17525375.06,6534389.002,20350448.39
M292T107,N-Acetyl-a-neuraminic acid,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,pos,77198673.35,39881645.43,42559902,41240423.49,61550347.46,104740529.8,91560741.12,198127165.2,61735471.33,54213989.94,116777237.7,120460429.1,48155340.9,66288854.42,118789361.5,122797431.7,46923187.77
M295T312,Aspartame,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,43718912.09,32864480.53,44421260.18,43936324.63,38175908.16,20715922.42,42866378.92,36110041.83,51758628.37,46918831.57,77458150.72,50148464.32,52323658.78,115886335.9,61921793.56,52740211.74,30168887.63
M296T86,Dehypoxanthine futalosine,,,pos,54031437.22,67076698.98,85850642.74,55981752.36,105555909.1,61540932.83,62381755.4,9717754.615,79661091.38,44583823.98,95541795.01,30497960.04,60282149.48,42828039.53,104981000.2,22919604.41,121768216.9
M298T844,"cis-9,10-Epoxystearic acid",,,pos,12921015.73,2212488.524,1650188.827,3010180.198,2443647.112,3077961.651,4228252.443,5746825.011,5777228.496,4084757.193,8824166.832,7958132.858,1335935.94,4324146.062,21368162.85,22373347.29,1421887.831
M302T672,Neoabietic acid,,,pos,18981478.63,4474417.897,4948667.144,3799533.869,4064244.752,10557911.03,3107808.85,5304243.852,8179175.304,5376744.496,16917401.11,11322073.51,4909288.741,7184698.124,18688784.5,9286218.639,5787055.322
M304T120,N(6)-[(Indol-3-yl)acetyl]-L-lysine,,,pos,87469716.47,84458182.75,67173535.75,46638195.49,60625439.43,150945633.9,9595911.15,24959418.12,82685511.33,12090075.64,83989483,14136807.46,7471358.14,9465242.206,71660941.17,49687123.27,6795673.444
M330T757,17-HYDROXYPROGESTERONE,,,pos,47701147.84,23785504.19,27778281.51,24123627.35,34295999.95,66512726.11,38717941.97,37132580.27,21816563.55,33025210.29,99011694.47,107704372.9,54254381.64,24112869.64,82588224.37,69213956.89,25297881.53
M336T478,Isopentenyl adenosine,,,pos,43600983.71,42727949.29,53127645.55,47845852.17,40209415.27,52914992.5,61867819,44728075.8,42556612.27,39900521.87,75716054.58,87460024.22,58722566.91,69217245.8,121282401.6,45552248.55,90241090.97
M342T91,D-Maltose,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,pos,1030073414,222646321.7,243833003.4,796835375.2,575508117.5,933769948.5,344921851,811241666.8,160582959,240657660.2,831578137.6,475230042.3,330410726.7,573984101.1,602920965.2,255034492,304012808.3
M353T660,Prostaglandin E2,Fatty Acyls,Eicosanoids,pos,51352325.68,47268188.95,54947008.8,39633025.42,33437180.07,62526941.24,87492690.71,23789159.11,51333412.21,15809360.84,9440389.938,5825021.578,62901959.76,6018606.814,31868410.37,22604041.71,32598536.64
M353T588,Prostaglandin I2,,,pos,736266.3456,1560175.45,4743528.44,399148.5161,18551350.86,21705462.3,35857793.98,9383177.444,17987965.07,16257507.69,27600517.28,922203.78,16077674.4,1399586.436,34175082.99,25347741.54,24458902.66
M361T515,Nitrendipine,Pyridines and derivatives,Hydropyridines,pos,26096936.3,11570657.79,21437879.18,1349580.634,21087549.25,992604.1189,10088053.14,10045243.32,2027936.739,1720873.079,10466855.44,894852.9013,10187853.43,3000905.224,139142.6771,1172707.464,19068222.27
M361T792,1-Arachidonoylglycerol,,,pos,50130531.27,13386687.25,26295675.33,17060418.96,26673676.31,161761774,63330752.94,69430062.25,19446331.93,21755656.03,112626259,92258023.24,47632925.94,18856555.5,41089517.33,57599825.32,20129670.91
M369T959,Lathosterol,Steroids and steroid derivatives,Cholestane steroids,pos,2265676.862,14593574.04,31578891,1254266.43,17195837.97,36073740.2,95491.41714,12108169.61,2191103.58,2671324.216,2503400.928,1135655.503,1569489.382,267986.6945,1228183.182,2700101.425,2298801.857
M393T786,5-Dehydroavenasterol,Steroids and steroid derivatives,Stigmastanes and derivatives,pos,3135169.294,1803197.893,3352416.451,1089598.787,2380706.832,8427464.152,8899705.084,3448056.304,2151762.323,651804.7428,7926948.186,6086411.693,5950137.619,6596292.606,5479478.751,3190887.798,2835994.336
M430T608_1,"2,22-Dideoxy-3-dehydroecdysone",,,pos,8660788.965,9434076.319,1904631.378,1952606.533,2923755.854,17741939.15,4637255.139,12675224.04,6277123.165,4395524.026,11783642.59,137167775.6,6946359.196,12666343.04,15894660.42,83215438.27,14318596.88
M462T549,3-Dehydroecdysone,,,pos,3453050.707,4385045.096,3771288.165,6439859.897,4400194.301,1624690.59,4979119.697,5364085.847,6604512.681,6205214.758,130497.8755,2981697.3,10226043.07,10646588.35,7729457.074,8072882.086,6661462.061
M464T687,3-Epiecdysone,,,pos,44951148.44,226303678.9,164348514.3,55503804.45,127735318,25083057.86,45469522.51,49483991.67,71146511.82,95962038.58,19946915.43,23756738.62,87930511.61,140143451.9,26747573.3,16997852.97,62637145.92
M464T622,Ecdysone,,,pos,1434003.23,1686556.915,7817419.887,43649726.43,68079051,311288.8136,2522892.795,46370635.41,48333981.97,164155.6928,71245494.76,823592.129,120684599.7,70962312.57,287671614.5,461070054.6,165308813.1
M495T902,Mibefradil,,,pos,8523456.16,10380674.49,2556785.949,2092726.005,7287088.152,15230386.16,14275563.15,4440628.009,14454918.61,8753120.573,26016940.57,21938052.95,1300623.437,2714602.442,1577504.893,6937786.28,3477519.378
M480T620_2,26-Hydroxyecdysone,,,pos,239003207.4,266650728.6,125024766.8,97585851.2,100597111.6,491680488.9,128229091.2,92529235.47,66440632.93,232191579.2,257289760.6,268042525.3,132875112.6,81298755.62,154236698.9,4428397.396,22141494.74
